bvid,has_stat_snapshot,has_comment_snapshot
BV111DWBqEVq,True,True
BV113QFBiEMq,True,True
BV113QeBeEAe,True,True
BV114QMBtE53,True,True
BV115DDBkEvD,True,True
BV117QiBMETo,True,True
BV118QgBPERE,True,True
BV11ADdBxErL,True,True
BV11ADyBdELh,True,True
BV11DXbBxENF,True,True
BV11EQ4B1EAd,True,True
BV11EQ4B1ED7,True,True
BV11EQ4B1EDS,True,True
BV11EQ4B1EaU,True,True
BV11EQ4B1EaV,True,True
BV11EQ4B2E1z,True,True
BV11JQKBsEYh,True,True
BV11JQbBXEkG,True,True
BV11KDZBwEVj,True,True
BV11KQ8BHEsn,True,True
BV11LDXBSEKD,True,True
BV11LQiBzEsP,True,True
BV11MQaBZEbi,True,True
BV11ND2BAEgX,True,True
BV11PXPBDEgb,True,True
BV11PXfBuEjJ,True,True
BV11QDUBzEMD,True,True
BV11RDjB7Esw,True,True
BV11RQsBVE1T,True,True
BV11RQsBVEBg,True,True
BV11RQsBVEcZ,True,True
BV11TQFBuEzP,True,True
BV11VDjBLEto,True,True
BV11VQsB3Eqo,True,True
BV11WQKBQEFz,True,True
BV11WQhBZEB9,True,True
BV11YQcBgEZv,True,True
BV11YQvBMEaE,True,True
BV11ZDrBHECd,True,True
BV11ZQsB3EGk,True,True
BV11aDSBGEkp,True,True
BV11bQYBAEZ2,True,True
BV11bQYBAEkt,True,True
BV11bQYBAEsJ,True,True
BV11bXNBpEhM,True,True
BV11cDdBoEJj,True,True
BV11cQ8BREUN,True,True
BV11dQsBkEFy,True,True
BV11eQAB7EyH,True,True
BV11eQcBzE5r,True,True
BV11eQcBzExq,True,True
BV11eQvBqErC,True,True
BV11hQvBzE9z,True,True
BV11pQbBDE9Y,True,True
BV11pSDBVEUA,True,True
BV11qD9BsEe7,True,True
BV11tD4B1EyJ,True,True
BV11vQAB2ETC,True,True
BV11wQtBjEgK,True,True
BV1239NBZEN3,True,True
BV123DDByEaY,True,True
BV123DDByEqF,True,True
BV123QwB5EFz,True,True
BV124DfBiEe3,True,True
BV124DfBiEtZ,True,True
BV124QYBeEoi,True,True
BV125DXBnEjA,True,True
BV125Q4BEErc,True,True
BV125QiBgEeq,True,True
BV127DXBEEN2,True,True
BV127Q4B7ESK,True,True
BV127Q4BjE2u,True,True
BV127Q4BjEVA,True,True
BV127Q4BjEh8,True,True
BV127Q4BjEpe,True,True
BV128D4B5E7h,True,True
BV128QYBaEFj,True,True
BV128QYBaELk,True,True
BV128QgBPEjR,True,True
BV12CD2BTEQR,True,True
BV12ED1BvERN,True,True
BV12EDCBoE17,True,True
BV12EQ4B1EPM,True,True
BV12EQbBWEvM,True,True
BV12FDyBZEbK,True,True
BV12GDXBQEZt,True,True
BV12HQbBHEKn,True,True
BV12JDRBREjq,True,True
BV12JDpBvEtK,True,True
BV12JQKBsE2U,True,True
BV12KDZBwEsB,True,True
BV12LDXBSEkJ,True,True
BV12LQ4BmEyz,True,True
BV12MQFBBEsb,True,True
BV12MQeBiE58,True,True
BV12PQuBAEhx,True,True
BV12PXPBDE4a,True,True
BV12QQpBqEu3,True,True
BV12QQsBLExN,True,True
BV12RQsBVE8L,True,True
