bvid,has_stat_snapshot,has_comment_snapshot
BV1pPDkBjEMu,True,True
BV1pPXeBAEFB,True,True
BV1pPXeBAEFP,True,True
BV1pPXoBaEWf,True,True
BV1pQDZBhE18,True,True
BV1pQQTBpEs8,True,True
BV1pQXPBUE9y,True,True
BV1pQXfBTEQF,True,True
BV1pRDUBqE5J,True,True
BV1pRDxBuE7F,True,True
BV1pRDxBuES3,True,True
BV1pRXPB2Ect,True,True
BV1pRXbBXE3R,True,True
BV1pRXbBXE3S,True,True
BV1pRXbBXEJp,True,True
BV1pRXbBXEr3,True,True
BV1pRXbBXEuW,True,True
BV1pSDyBsETi,True,True
BV1pSDyBsEau,True,True
BV1pSDyBsEg4,True,True
BV1pSDyBsEjL,True,True
BV1pSXfBBEdT,True,True
BV1pT9JBZEdc,True,True
BV1pT9JBZErd,True,True
BV1pTDdBXEfS,True,True
BV1pTXPBUEmU,True,True
BV1pTXeBcEMT,True,True
BV1pUQjBLEHZ,True,True
BV1pUXVBkE9Q,True,True
BV1pUXVBkERy,True,True
BV1pUXoBhEEV,True,True
BV1pVDZB4EMv,True,True
BV1pVQFBNE1d,True,True
BV1pVQFBNERL,True,True
BV1pVSQBuEnn,True,True
BV1pVXBBkEim,True,True
BV1pVXKBpE32,True,True
BV1pVXKBpE5H,True,True
BV1pVXKBpEKK,True,True
BV1pVXKBpENc,True,True
BV1pVXKBpEeX,True,True
BV1pVXKBpEs8,True,True
BV1pVXKBpEzp,True,True
BV1pVXLB5E2H,True,True
BV1pVXLB5EE1,True,True
BV1pVXLB5ELJ,True,True
BV1pVXLB5ENa,True,True
BV1pVXLB5ENv,True,True
BV1pVXLB5EWg,True,True
BV1pVXLB5EgA,True,True
BV1pVXLB5Eqs,True,True
BV1pVXLB5Etq,True,True
BV1pVXLB5Euw,True,True
BV1pVXPByEK1,True,True
BV1pW9jBJEe9,True,True
BV1pW9jBJEvh,True,True
BV1pWDuBxEUy,True,True
BV1pWQKBQE4v,True,True
BV1pWQKBQEhF,True,True
BV1pWSZBdEq8,True,True
BV1pWXYBhELs,True,True
BV1pWXgBwEkS,True,True
BV1pWXgBwEnm,True,True
BV1pWXgBwErx,True,True
BV1pWXyBFEsz,True,True
BV1pXDcBeEP2,True,True
BV1pXXKBdEoP,True,True
BV1pYDiBPE57,True,True
BV1pYXDB7ED4,True,True
BV1pYXDB7Ekf,True,True
BV1pYXUBzEMy,True,True
BV1pYXUBzEPv,True,True
BV1pYXUBzEpr,True,True
BV1pYXjBJE7N,True,True
BV1pYXjBJE7q,True,True
BV1pYXjBJEE1,True,True
BV1pYXjBJEJF,True,True
BV1pYXjBJEVN,True,True
BV1pZDDBVE7M,True,True
BV1pZX6BnExp,True,True
BV1pZXKBpECB,True,True
BV1pZXKBpELA,True,True
BV1pZXKBpENL,True,True
BV1pZXKBpEWX,True,True
BV1pZXKBpEWs,True,True
BV1pZXKBpEax,True,True
BV1pZXKBpEed,True,True
BV1pZXKBpEjh,True,True
BV1pZXKBpEyk,True,True
BV1pZXbBDE7T,True,True
BV1pZXbBDED3,True,True
BV1pZXbBDEDG,True,True
BV1pZXbBDEFB,True,True
BV1pZXbBDEFY,True,True
BV1pZXbBDEFe,True,True
BV1pZXbBDEVm,True,True
BV1pZXbBDEae,True,True
BV1pZXbBDEat,True,True
BV1pZXbBDEpQ,True,True
BV1pZXbBDEpy,True,True
